Code,Indicator,Unit,State of play 2020,Target 2020,Achievement of indicative annual target,Long-term emission management
PO06,Leverage of incentives in the public sector,EUR/EUR,0.34,0.33,—
PO07,Reducing GHG emissions through measures in the public sector,kt CO2 eq,56,64,—
PO07,Reduction of energy end-use through measures in the public sector,GWh,228,310,—
PO08,Surface area of energy renovated buildings in the public sector,1000 m2,1841,1795,Achieved
PO09,Intensity of CO2 in the commercial and institutional sectors,T CO2/EUR million 1995,33,32,—
PO10,Improving energy efficiency in the residential sector – reducing GHG emissions,kt CO2 eq,165,273,Achieved
PO10,Improving energy efficiency in the residential sector – final energy savings,GWh,1750,1401,Achieved
PO11,Specific emissions of CO2 in the residential sector,kg CO2 eq/m2,9.2,8.8,—
PO12,Share of RES in the consumption of fuels in general use,%,56,61,—
