Code,Indicator,Unit,State of play 2024,Indicative annual target value 2024,2030 target (NECP 2024),Achievement of indicative annual target,Long-term emission management
PO06,Leverage of incentives in the public sector,EUR/EUR,0.55,0.43,0.55,—
PO07,Reduction of CO2 emissions and final energy consumption through measures in the public sector,kt CO2 eq / GWh,30 / 128,unspecified,unspecified,—
PO08,Surface area of energy renovated buildings in the public sector,1000 m2,548,920,2300,—
,Renovation of 3% of the total floor area of buildings owned and occupied by central government per year,%,2.0,3.0,3.0,—
PO10,Reduction of CO2 emissions and energy end-uses with measures in the residential sector,kt CO2 eq / GWh,264 / 1130,257 / 1102,699 / 2902,Achieved
PO12,Final energy consumption,ktoe,1477,1466,1305,—
PO12,GHG emissions,kt CO2 eq,1024,1002,739,—
PO12,Share of RES in buildings,%,50.6,49.8,55.0,Achieved
