Instrument,Scope,Key Implementing Documents / Authorities
Law 325/2006 (updated),Regulates public DH service; facilitates rehabilitation and efficient DH trajectories consistent with EED Art. 26; supports low-temperature operation and decarbonized heat as a compliant MEPS pathway for connected buildings.,Municipal strategies; Modernization Fund and state aid schemes (REPowerEU).
